Deutsch	latitude	longitude
Börsch, Bœrsch, Bersch	48.4664860323	7.37505113728
Börsch, Bœrsch, Bersch	48.4664860323	7.37505113728
Bösenbiesen, Bœsenbiesen, Biese	48.2261928699	7.56229858754
Bolsenheim, Bolsenheim, Bolsene	48.425239497	7.6039565984
Boofzheim, Boofzheim, Bofze	48.3343650586	7.6782140788
Boozheim, Bootzheim, Booze	48.1932692623	7.58948440794
Bosselshausen, Bosselshausen, Bosselshüse	48.8061717193	7.50878423117
Bossendorf, Bossendorf, Bossedorf	48.781544071	7.56733864822
Burg-Breusch / Breuscheburg, Bourg-Bruche, (*)	48.358768312	7.143716963
Burg-Breusch / Breuscheburg, Bourg-Bruche, (*)	48.358768312	7.143716963
Burgheim, Bourgheim, Burige	48.4192706314	7.48915564819
Buchsweiler, Bouxwiller, Busswiller	48.8172998086	7.46488021539
Buchsweiler, Bouxwiller, Busswiller	48.8172998086	7.46488021539
Buchsweiler, Bouxwiller, Busswiller	48.8172998086	7.46488021539
Buchsweiler, Bouxwiller, Busswiller	48.8172998086	7.46488021539
Buchsweiler, Bouxwiller, Busswiller	48.8172998086	7.46488021539
Buchsweiler, Bouxwiller, Busswiller	48.8172998086	7.46488021539
Buchsweiler, Bouxwiller, Busswiller	48.8172998086	7.46488021539
Buchsweiler, Bouxwiller, Busswiller	48.8172998086	7.46488021539
Breitenau, Breitenau, (*) Braitnöi	48.316132686	7.27931381506
Breitenbach, Breitenbach, Braitebàch	48.374509707	7.28708160963
Breuschwickersheim, Breuschwickersheim, Wickersche	48.578440458	7.59885897998
Brumath, Brumath, Bröömt	48.7204656106	7.71740193625
Büsweiler, Buswiller, Bueswiller	48.8219680597	7.56228814034
Bühl, Buhl, Beel	48.9172713817	8.01562633252
Bühl, Buhl, Bihl	48.9172713817	8.01562633252
Burbach, Burbach, Burbàch	48.8975113337	7.11153585144
Büst, Bust, Bìscht	48.8338084584	7.23455655316
Bütten, Butten, Bìtte	48.9713955937	7.24356966874
Kestenholz, Châtenois, Keschteholz	48.2803314907	7.38582937668
Kleeburg, Cleebourg, Kleeburi	48.9953521897	7.88602873126
Kleeburg, Cleebourg, Kleeburi	48.9953521897	7.88602873126
Klimbach, Climbach, Klimbàch	49.0157843115	7.85030833791
Kolrein, Colroy-la-Roche, (*)	48.39149749	7.17386084704
Koßweiler, Cosswiller, Kosswiller	48.6086737459	7.36224872367
Krastatt, Crastatt, Gràscht	48.6596453708	7.42269000127
Kröttweiler, Crœttwiller, Krappere	48.9315378409	8.03790255661
Dachstein, Dachstein, Dàchstaan	48.553555897	7.54050377618
Dahlenheim, Dahlenheim, Dàhle	48.5882941085	7.51624848746
Dalhunden, Dalhunden, Dalhunde	48.7711698119	7.99159083509
Dambach, Dambach, Dàmbàch	49.0093806397	7.64091899107
Dambach, Dambach, Dàmbàch	49.0093806397	7.64091899107
Dambach, Dambach-la-Ville, Dàmbàch	48.3231725111	7.4269277176
Dangolsheim, Dangolsheim, Dàngelse	48.5647236628	7.45735566784
Daubensand, Daubensand, Düwesànd	48.3518354847	7.72863456174
Dauendorf, Dauendorf, Dàiedorf / Dauedorf	48.833965856	7.66613309742
Dauendorf, Dauendorf, Dàiedorf / Dauedorf	48.833965856	7.66613309742
Dehlingen, Dehlingen, Dählinge	48.9852170965	7.18127401976
Dettweiler, Dettwiller, Dettwiller	48.7608351027	7.45405808317
Diebolsheim, Diebolsheim, Dìwelse	48.2855918549	7.6576330222
Diedendorf, Diedendorf, Dììdedorf	48.887700346	7.02814105959
Diefenbach im Tal, Dieffenbach-au-Val, Diefebach	48.3144024513	7.32599641876
Diefenbach bei Wörth, Dieffenbach-lès-Wœrth, Diefebàch	48.9302435287	7.7944805731
Diefenthal, Dieffenthal, Diefetal	48.3073185385	7.41146997738
Diemeringen, Diemeringen, Dììmeringe	48.9440361875	7.2036576979
Dimbstal, Dimbsthal, Dìmschtel	48.6729223187	7.35414815294
Dingsheim, Dingsheim, Dìngse	48.622536679	7.6607451279
Dinsheim, Dinsheim-sur-Bruche, Dìnse	48.5475535578	7.42402678958
Domfessel, Domfessel, Domfassel	48.9480129452	7.14588876509
Donnenheim, Donnenheim, Dunnene	48.7219425024	7.66278189146
Dorlisheim, Dorlisheim, Dorelse	48.5199427115	7.48035735807
Dossenheim-Kochersberg, Dossenheim-Kochersberg, Doosne	48.6410930657	7.57816691199
Dossenheim, Dossenheim-sur-Zinsel, Duusne	48.814142481	7.37763215457
Drachenbronn-Birlenbach, Drachenbronn-Birlenbach, Dràchebrunn-Bìrlebach	48.9809878964	7.87807854084
Drachenbronn-Birlenbach, Drachenbronn-Birlenbach, Dràchebrunn-Bìrlebach	48.9809878964	7.87807854084
Drulingen, Drulingen, Drulìnge	48.8678721776	7.1949547515
Drusenheim, Drusenheim, Drösem / Drüsenem	48.7609264205	7.94563844601
Dunzenheim, Duntzenheim, Dunzne	48.7134280666	7.54291307036
Düppigheim, Duppigheim, Dìppje	48.5331312304	7.59599375258
Dürningen, Durningen, Dìrnìnge	48.6849651267	7.5618284818
Dürrenbach, Durrenbach, Dìrrebàch	48.8992737853	7.76279300097
Durstel, Durstel, Durschtel	48.8910133304	7.20487622199
Düttelnheim, Duttlenheim, Dìttle	48.5240740255	7.57056635367
Eberbach bei Selz, Eberbach-Seltz, Äwerbàch	48.928540065	8.0666092873
Ebersheim, Ebersheim, Awersche	48.3024348713	7.49845782701
Ebersmünster, Ebersmunster, Awerschmìnster	48.3033027968	7.53361664193
Eckartsweiler, Eckartswiller, Eckertswiller	48.7796438355	7.32419357331
Eckbolsheim, Eckbolsheim, Eckelse	48.5790053064	7.68216295597
Eckwersheim, Eckwersheim, Eckbersche	48.6852852896	7.69634796304
Eichhofen im Elsass, Eichhoffen, Äschhoffe	48.3784061586	7.4410649341
Elsenheim, Elsenheim, Else	48.1655800689	7.49719724328
Wangenburg-Engenthal, Wangenbourg-Engenthal, Wàngeburi-Angedààl	48.6212665024	7.30505408726
Wangenburg-Engenthal, Wangenbourg-Engenthal, Wàngeburi-Angedààl	48.6212665024	7.30505408726
Wangenburg-Engenthal, Wangenbourg-Engenthal, Wàngeburi-Angedààl	48.6212665024	7.30505408726
Wangenburg-Engenthal, Wangenbourg-Engenthal, Wàngeburi-Angedààl	48.6212665024	7.30505408726
Wangenburg-Engenthal, Wangenbourg-Engenthal, Wàngeburi-Angedààl	48.6212665024	7.30505408726
Engweiler, Engwiller, Angwìller	48.8817152403	7.61563175479
Enzheim, Entzheim, Anze	48.5358846915	7.63324537487
Epfig, Epfig, Apfig	48.3513757902	7.47140926627
Erkartsweiler, Erckartswiller, Erkertswiller	48.8829392855	7.35746524699
Ergersheim, Ergersheim, Arische	48.5755353252	7.53497410967
Ernolsheim, Ernolsheim-Bruche, Arelse	48.5637542939	7.56903301628
Ernolsheim, Ernolsheim-lès-Saverne, Arelse	48.7888603168	7.37728426045
Erstein, Erstein, Eerstain	48.4213687934	7.68523629922
Erstein, Erstein, Eerstain	48.4213687934	7.68523629922
Eschau, Eschau, Aschöi	48.4832295386	7.72955536654
Eschbach, Eschbach, Eschbàch	48.8758347944	7.73863882524
Eschburg, Eschbourg, Eschburi	48.8226852369	7.29080380579
Eschburg, Eschbourg, Eschburi	48.8226852369	7.29080380579
Eschweiler, Eschwiller, Eschwiller	48.8576773931	7.11098433701
Ettendorf, Ettendorf, Attedorf	48.8151610201	7.58546708674
Eyweiler, Eywiller, Äiwiller	48.8716690735	7.12428089902
Fegersheim, Fegersheim, Fajersche	48.4974401666	7.68863317258
Fegersheim, Fegersheim, Fajersche	48.4974401666	7.68863317258
Fessenheim, Fessenheim-le-Bas, Fassne	48.6322069438	7.54708136376
Flexburg, Flexbourg, Flagschburi	48.5682741101	7.424259657
Forstfeld, Forstfeld, Forschfald	48.8631078852	8.04746930377
Forstheim, Forstheim, Forschem	48.8959541759	7.71097392643
Fort-Louis, Fort-Louis, For-Lui	48.7987310184	8.05261384918
Grube im Weilertal, Fouchy, (*) Grüeb	48.316102651	7.24660740823
Urbach a.d. Breusch, Fouday, (*)	48.420716241	7.19048475836
Friedolsheim, Friedolsheim, Freedelse	48.7070325284	7.48727340354
Friesenheim, Friesenheim, Friesene	48.3090804747	7.65396070706
Fröschweiler, Frœschwiller, Freschwiller	48.93840535	7.71886241494
Frohmühl, Frohmuhl, Frohmìl	48.9113095227	7.27923351719
Furchhausen, Furchhausen, Furichhüse	48.7204949919	7.43041510079
Fürdenheim, Furdenheim, Fìrne	48.6105637831	7.55789773047
Gambsheim, Gambsheim, Gàmbse	48.6923110768	7.8840878201
Geispolsheim, Geispolsheim, Gäispìtze	48.5143463092	7.65806561244
Gerstheim, Gerstheim, Geerschte	48.3807788366	7.70453174528
Gertweiler, Gertwiller, Gertwiller	48.4115755061	7.47499866604
Geudertheim, Geudertheim, Gaiderte	48.7154836732	7.76052070487
Görlingen, Gœrlingen, Geerlinge	48.7987678214	7.08515641917
Görsdorf, Gœrsdorf, Gerschdorf	48.9590667268	7.77360094456
Görsdorf, Gœrsdorf, Gerschdorf	48.9590667268	7.77360094456
Gottenhausen, Gottenhouse, Gottehüse	48.7180135851	7.35834197528
Gottesheim, Gottesheim, Gottsne	48.7757972428	7.48107091135
Gugenheim, Gougenheim, Gööne	48.704527352	7.57535025275
Goxweiler, Goxwiller, Gogschwiller	48.4309239256	7.48344951435
Michelbrunn, Grandfontaine, Grossbrunn	48.4986116178	7.12869750968
Grassendorf, Grassendorf, Gràssedorf	48.8148050236	7.61013928029
Grendelbruch, Grendelbruch, Grandelbrüech	48.4812263837	7.30476049546
Greßweiler, Gresswiller, Grasswiller	48.5249899072	7.40991098161
Gries, Gries, Gries	48.7513621625	7.82473437694
Griesheim bei Molsheim, Griesheim-près-Molsheim, Griese	48.5020356636	7.53113191824
Griesheim, Griesheim-sur-Souffel, Griese	48.6334125597	7.6733957235
Gumprechtshofen, Gumbrechtshoffen, Gumbertshoffe	48.9027833028	7.62074781132
Gundershofen, Gundershoffen, Gunderschoffe	48.9073472641	7.68204357189
Gundershofen, Gundershoffen, Gunderschoffe	48.9073472641	7.68204357189
Gundershofen, Gundershoffen, Gunderschoffe	48.9073472641	7.68204357189
Gundershofen, Gundershoffen, Gunderschoffe	48.9073472641	7.68204357189
Günstett, Gunstett, Gunstett	48.9150746894	7.77903805347
Gungweiler, Gungwiller, Gungwiller	48.8780997481	7.15256188284
Hägen, Haegen, Haaje / Haage	48.7056354976	7.29766137398
Hagenau, Haguenau, Hàwenau / Hàjenöi	48.8417047695	7.83010404968
Hagenau, Haguenau, Hàwenau / Hàjenöi	48.8417047695	7.83010404968
Hagenau, Haguenau, Hàwenau / Hàjenöi	48.8417047695	7.83010404968
Handschuheim, Handschuheim, Hänsche / Hansche	48.5993989361	7.57721727962
Hangenbieten, Hangenbieten, Hàngebiete	48.55700945	7.61194013862
Harskirchen, Harskirchen, Hàschkìech	48.9237270109	7.02630342331
Hatten, Hatten, Hàtte	48.8939645842	8.00687514269
Hattmatt, Hattmatt, Hàttmàtt	48.7854804933	7.4364304189
Hegeney, Hegeney, Hajenai	48.8880984199	7.73980226806
Heidolsheim, Heidolsheim, Haidelse	48.2041501521	7.51093457658
Heiligenberg, Heiligenberg, Hellebari	48.5371724214	7.37789459868
Heiligenstein, Heiligenstein, Heljestään	48.4220772866	7.44087809076
Hengweiler, Hengwiller, Hangwiller	48.6676339453	7.328558621
Herbitzheim, Herbitzheim, Herzum	49.0221359155	7.08178967712
Herbsheim, Herbsheim, Herbse	48.3494389579	7.63675054527
Herlisheim, Herrlisheim, Harelse	48.7325109113	7.91012947405
Hessenheim, Hessenheim, Hesse	48.2054418574	7.55188432622
Hilsenheim, Hilsenheim, Hìlse	48.2969573251	7.57311937757
Hindisheim, Hindisheim, Hìndse	48.465896683	7.62196229958
Hinsburg, Hinsbourg, Hìnschburi	48.902016302	7.29622114102
Hinsingen, Hinsingen, Hinsìnge	48.9511717259	6.99896336486
Hipsheim, Hipsheim, Hìpse	48.4655967531	7.68015819425
Hirschland, Hirschland, Hìrschland	48.8360079859	7.12394256542
Hochfelden, Hochfelden, Huffalde	48.7558373026	7.56312887309
Hochstett, Hochstett, Heestett	48.7757655741	7.67684396609
Hönheim, Hœnheim, Heene	48.6242068412	7.75365666565
Hördt, Hœrdt, Herdt	48.6905674036	7.78483478217
Hofen, Hoffen, Hoffe	48.9330135449	7.93276702942
Hofen, Hoffen, Hoffe	48.9330135449	7.93276702942
Hofen, Hoffen, Hoffe	48.9330135449	7.93276702942
Hohengöft, Hohengœft, Hohgäft	48.6607527966	7.46742297306
Hohfrankenheim, Hohfrankenheim, Huhfrànkne	48.7286774647	7.58079540705
Holzheim, Holtzheim, Holze	48.5567634132	7.64425286816
Hunspach, Hunspach, Hunschpàch	48.9578637227	7.93587412104
Hürtigheim, Hurtigheim, Hírrige	48.6171752515	7.6034009548
Hüttendorf, Huttendorf, Hìttedorf	48.801101142	7.63868407812
Hüttenheim, Huttenheim, Hìttene	48.3537686447	7.57534532611
Ichtratzheim, Ichtratzheim, Ischterze	48.47895733	7.67769353417
Illkirch-Grafenstaden, Illkirch-Graffenstaden, ìllkìrich-Gràffestàde	48.5200498962	7.73129588098
Ingenheim, Ingenheim, ìngne	48.7336224941	7.52591364727
Ingolsheim, Ingolsheim, ìngelse	48.9708439784	7.92975610012
Ingweiler, Ingwiller, ìngwiller	48.8859131079	7.46918832697
Innenheim, Innenheim, ìnnle	48.4975444021	7.57352976158
Issenhausen, Issenhausen, Issehüse	48.8042772362	7.53366478397
Ittenheim, Ittenheim, Ittene	48.6017514577	7.60509580501
Ittersweiler, Itterswiller, Itterschwiller	48.3665982092	7.42936455525
Neugartheim-Ittlenheim, Neugartheim-Ittlenheim, Neierte-ìttle	48.6565369611	7.5414687691
Neugartheim-Ittlenheim, Neugartheim-Ittlenheim, Neierte-ìttle	48.6565369611	7.5414687691
Neugartheim-Ittlenheim, Neugartheim-Ittlenheim, Neierte-ìttle	48.6565369611	7.5414687691
Jettersweiler, Jetterswiller, Jetterschwiller	48.6697366716	7.41745177343
Kaltenhausen, Kaltenhouse, Kàltehüse	48.7902364903	7.83303517468
Kauffenheim, Kauffenheim, Kafem	48.854005833	8.03199767746
Keffenach, Keffenach, Keffenàch	48.9666217259	7.88352123291
Kerzfeld, Kertzfeld, Kerzfald	48.3845479788	7.55526368096
Keskastel, Keskastel, Kàschel	48.9764095589	7.062926056
Kesseldorf, Kesseldorf, Kesseldorf	48.8843920264	8.05901750428
Kienheim, Kienheim, Kiene	48.6881585203	7.58568269941
Kilstett, Kilstett, Kilstett	48.6835701227	7.84577121429
Kindweiler, Kindwiller, Kìndwìller	48.8612754447	7.59545058526
Kinzheim, Kintzheim, Kìnze	48.2585880501	7.37432236249
Kirchheim, Kirchheim, Kìriche	48.6059106052	7.48884201445
Kirberg, Kirrberg, Kieberich	48.8301802352	7.06430672642
Kirweiler, Kirrwiller, Kìrrwiller	48.8202222605	7.52643377824
Kleingöft, Kleingœft, Klängäft	48.6939893775	7.44201331166
Knörsheim, Knœrsheim, Knersche	48.6796467865	7.45825135776
Kogenheim, Kogenheim, Koiene	48.331885522	7.53140383573
Kolbsheim, Kolbsheim, Kolbse	48.5621490705	7.58621736954
Krautergersheim, Krautergersheim, Krüterrische	48.475170055	7.56554119438
Krautweiler, Krautwiller, Krütwiller	48.739166546	7.67482992477
Kriegsheim, Kriegsheim, Kriejse	48.7567867136	7.73549910611
Kurzenhausen, Kurtzenhouse, Kurzehüse	48.7372858241	7.80514291468
Küttolsheim, Kuttolsheim, Kìttelse	48.6478359715	7.51923399394
Kutzenhausen, Kutzenhausen, Kutzehüse	48.9388573117	7.8491381943
Kutzenhausen, Kutzenhausen, Kutzehüse	48.9388573117	7.8491381943
Laach oder Lach, Lalaye, (*) Lààch	48.3386901777	7.23525154111
Laach oder Lach, Lalaye, (*) Lààch	48.3386901777	7.23525154111
Lampertheim, Lampertheim, Làmperte	48.6551039655	7.69405052062
Lampertsloch, Lampertsloch, Làmpertschloch	48.9704665444	7.82012664257
Landersheim, Landersheim, Làndersche	48.6902190893	7.50257928239
Langensulzbach, Langensoultzbach, Làngesulzbàch	48.9742908393	7.73045198292
Laubach, Laubach, Laubàch	48.8796848057	7.71816160797
Lauterburg, Lauterbourg, Lüterburi	48.9637116345	8.18637725776
Lembach, Lembach, Lämbàch	49.0124690471	7.768432419
Lembach, Lembach, Lämbàch	49.0124690471	7.768432419
Leutenheim, Leutenheim, Littenem	48.851706744	8.00007828567
Lichtenberg, Lichtenberg, Lììschteburi	48.9218797672	7.48346810796
Limersheim, Limersheim, Limersche	48.4538179541	7.63089115629
Lingolsheim, Lingolsheim, Lìngelse	48.5544875852	7.68093840708
Lipsheim, Lipsheim, Lìpse	48.4893768866	7.65665864812
Littenheim, Littenheim, Littne	48.7252115785	7.49295380466
Lixhausen, Lixhausen, Lìxhüse	48.7942598149	7.55588673552
Lobsann, Lobsann, Lüsann	48.9632390551	7.84358548339
Lochweiler, Lochwiller, Lochwiller	48.6974249676	7.414828958
Lohr, Lohr, Lohr	48.854674328	7.26417699771
Lorenzen, Lorentzen, Loränze	48.9570762629	7.18176816001
Lupstein, Lupstein, Lupschte	48.7379650718	7.47592816068
Lützelhausen, Lutzelhouse, Lìtzelhüse	48.5376842701	7.24174255302
Mackenheim, Mackenheim, Màckene	48.1826180117	7.58253183432
Mackweiler, Mackwiller, Mackwiller	48.9249078232	7.16638709797
Männolsheim, Maennolsheim, Mannelse	48.6975871317	7.47193118415
Meisengott, Maisonsgoutte, Maisegott	48.3535462593	7.25920729014
Meisengott, Maisonsgoutte, Maisegott	48.3535462593	7.25920729014
Markolsheim, Marckolsheim, Màrkelse	48.1496222393	7.56101805973
Marlenheim, Marlenheim, Mààrle	48.6190542828	7.50589211094
Maursmünster, Marmoutier, Màschmìnschter	48.694247484	7.37099677128
Matzenheim, Matzenheim, Màtzene	48.3845019495	7.63534088675
Matzenheim, Matzenheim, Màtzene	48.3845019495	7.63534088675
Meistratzheim, Meistratzheim, Mäischterze	48.4525286856	7.56113902632
Melsheim, Melsheim, Malse	48.763931845	7.51498324586
Memmelshofen, Memmelshoffen, Mammelshoffe	48.9589782972	7.87192314443
Menchhofen, Menchhoffen, Manischoffe	48.8636588921	7.49803716008
Merkweiler-Pechelbronn, Merkwiller-Pechelbronn, Merikwiller-Beschelbrunn	48.9286722006	7.8291529606
Merkweiler-Pechelbronn, Merkwiller-Pechelbronn, Merikwiller-Beschelbrunn	48.9286722006	7.8291529606
Merzweiler, Mertzwiller, Merzwiller	48.8703439948	7.68546930616
Mietesheim, Mietesheim, Mietsem	48.8761605476	7.64658563349
Minversheim, Minversheim, Mìnversche	48.7842778125	7.62414913788
Mittelbergheim, Mittelbergheim, Mìttelbarige	48.3941967219	7.44334636249
Mittelhausbergen, Mittelhausbergen, Mìttelhüsbarje	48.6144088918	7.69388360837
Mittelschäffolsheim, Mittelschaeffolsheim, Mìttelschafelse	48.6973385181	7.6517496049
Mollkirch, Mollkirch, Mollkìrich	48.5058373844	7.36568374858
Molsheim, Molsheim, Molse	48.5447196161	7.4995001297
Mommenheim, Mommenheim, Mummle	48.7558742576	7.64983524171
Monsweiler, Monswiller, Monswiller	48.7521963056	7.38626447438
Bad Morsbronn, Morsbronn-les-Bains, Morschbrunn	48.9099424	7.73456137399
Morschweiler, Morschwiller, Morschwìller	48.8194129618	7.62944925979
Mothern, Mothern, Modere	48.9397726908	8.15250691524
Mühlbach an der Breusch, Muhlbach-sur-Bruche, Meelbàch	48.5125214509	7.31212371742
Mühlhausen b. Zabern, Mulhausen, Mielhüse	48.8864927658	7.55485958914
Münchhausen, Munchhausen, Minichhause	48.9149378138	8.14501372175
Mundolsheim, Mundolsheim, Mundelse	48.6395028241	7.71495900977
Mussig, Mussig, Müssig	48.2266111578	7.51848492236
Müttersholz, Muttersholtz, Mieterschulz	48.2687190251	7.53306592763
Müttersholz, Muttersholtz, Mieterschulz	48.2687190251	7.53306592763
Mutzenhausen, Mutzenhouse, Mutzehüse	48.7409950821	7.5889236459
Mutzig, Mutzig, Mützig	48.538054845	7.45530315563
Natzweiler, Natzwiller, Nàswil	48.4477521389	7.25122799667
Nehweiler, Neewiller-près-Lauterbourg, Nawiller	48.9516989257	8.11931601006
Gereuth, Neubois, Grit	48.3028817341	7.3176285572
Neuhäusel, Neuhaeusel, Neihisel	48.8185397229	8.09241128897
Neukirch, Neuve-Église, Neikìrich	48.3261151153	7.31059686746
Neuweiler, Neuviller-la-Roche, (*)	48.4309499766	7.26437049524
Neuweiler, Neuviller-la-Roche, (*)	48.4309499766	7.26437049524
Neuweiler, Neuwiller-lès-Saverne, Neiwiller	48.8271341455	7.36606572186
Bad Niederbronn, Niederbronn-les-Bains, Nìderbrunn	48.9638157112	7.63986093383
Niederhaslach, Niederhaslach, ìngerhosle	48.5356531709	7.35017404112
Niederhausbergen, Niederhausbergen, Nìderhüsbarje	48.6233090076	7.70515748809
Niederlauterbach, Niederlauterbach, Niderlauterbach	48.971274266	8.10526672897
Niedermodern, Niedermodern, Nìdermodere	48.8407663139	7.63538850073
Niederehnheim, Niedernai, Nìdernahn	48.4456110275	7.53064650952
Niederrödern, Niederrœdern, Nìderreddere	48.912896258	8.05241114765
Niederschäffolsheim, Niederschaeffolsheim, Nìderschafelse	48.7725031726	7.74386109493
Niedersulzbach, Niedersoultzbach, Nìdersulzbach	48.8506235374	7.4715582868
